Ort;Plz;Bundesland
Saaldorf;7356;Thüringen
Saalfeld;7318;Thüringen
Saalhausen;1994;Brandenburg
Saalow;15806;Brandenburg
Saalstadt;66919;Rheinland-Pfalz
Saara;4603;Thüringen
Saara;7589;Thüringen
Saarbrücken;66111;Saarland
Saarbrücken;66113;Saarland
Saarbrücken;66115;Saarland
Saarbrücken;66117;Saarland
Saarbrücken;66119;Saarland
Saarbrücken;66121;Saarland
Saarbrücken;66123;Saarland
Saarbrücken;66125;Saarland
Saarbrücken;66126;Saarland
Saarbrücken;66127;Saarland
Saarbrücken;66128;Saarland
Saarbrücken;66129;Saarland
Saarbrücken;66130;Saarland
Saarbrücken;66131;Saarland
Saarbrücken;66132;Saarland
Saarbrücken;66133;Saarland
Saarburg;54439;Rheinland-Pfalz
Saargrund;98678;Thüringen
Saaringen;14778;Brandenburg
Saaringen;14778;Brandenburg
Saarlouis;66740;Saarland
Saarmund;14552;Brandenburg
Saarwellingen;66793;Saarland
Saatel;18314;Mecklenburg-Vorpommern
Saathain;4932;Brandenburg
Sabel;18299;Mecklenburg-Vorpommern
Sabow;23923;Mecklenburg-Vorpommern
Saccassne;3096;Brandenburg
Sachau;39649;Sachsen-Anhalt
Sachsdorf;1665;Sachsen
Sachsen;91623;Bayern
Sachsenbande;25554;Schlewig-Holstein
Sachsenbrunn;98678;Thüringen
Sachsenburg;6578;Thüringen
Sachsendorf;15306;Brandenburg
Sachsendorf;39240;Sachsen-Anhalt
Sachsenhagen;31553;Niedersachsen
Sachsenhausen;99439;Thüringen
Sachsenheim;74343;Baden-Württemberg
Sachsenkam;83679;Bayern
Sachsgrün;8606;Sachsen
Sackenheimerhof;56299;Rheinland-Pfalz
Sacrow;15913;Brandenburg
Sadelkow;17099;Mecklenburg-Vorpommern
Sadenbeck;16928;Brandenburg
Saerbeck;48369;Nordrhein-Westfalen
Saerbeck;48369;Nordrhein-Westfalen
Saffig;56648;Rheinland-Pfalz
Sagard;18551;Mecklenburg-Vorpommern
Sagsdorf;19406;Mecklenburg-Vorpommern
Sahms;21493;Schlewig-Holstein
Sailauf;63877;Bayern
Salach;73084;Baden-Württemberg
Salbitz;4769;Sachsen
Salching;94330;Bayern
Saldenburg;94163;Bayern
Salem;23911;Schlewig-Holstein
Salem;88682;Baden-Württemberg
Salgen;87775;Bayern
Sallgast;3238;Brandenburg
Sallmannshausen;99834;Thüringen
Sallneck;79692;Baden-Württemberg
Salm;54570;Rheinland-Pfalz
Salmbacher Passage;76779;Rheinland-Pfalz
Salmberg;54533;Rheinland-Pfalz
Salmtal;54528;Rheinland-Pfalz
Salomonsborn;99100;Thüringen
Salomonsborn;99100;Thüringen
Salow;17099;Mecklenburg-Vorpommern
Salscheid;56379;Rheinland-Pfalz
Salz;56414;Rheinland-Pfalz
Salz;97616;Bayern
Salzbergen;48499;Niedersachsen
Salzbrunn;14547;Brandenburg
Salzburg;56479;Rheinland-Pfalz
Salzburg;84088;Bayern
Salzenweiler;72291;Baden-Württemberg
Salzfurtkapelle;6779;Sachsen-Anhalt
Salzgitter;38226;Niedersachsen
Salzgitter;38228;Niedersachsen
Salzgitter;38229;Niedersachsen
Salzgitter;38239;Niedersachsen
Salzgitter;38259;Niedersachsen
Salzhausen;21376;Niedersachsen
Salzhemmendorf;31020;Niedersachsen
Salzkotten;33154;Nordrhein-Westfalen
Salzmünde;6198;Sachsen-Anhalt
Salzwedel;29410;Sachsen-Anhalt
Salzweg;94121;Bayern
Samerberg;83122;Bayern
Samern;48465;Niedersachsen
Samkow;19217;Mecklenburg-Vorpommern
Samswegen;39326;Sachsen-Anhalt
Samtens;18573;Mecklenburg-Vorpommern
Sand;97522;Bayern
Sandau;39524;Sachsen-Anhalt
Sandauerholz;39606;Sachsen-Anhalt
Sandbeiendorf;39517;Sachsen-Anhalt
Sandberg;97657;Bayern
Sandbostel;27446;Niedersachsen
Sandbühlerhof;76887;Rheinland-Pfalz
Sande;23909;Schlewig-Holstein
Sande;24361;Schlewig-Holstein
Sande;26452;Niedersachsen
Sandersdorf;6792;Sachsen-Anhalt
Sandersleben;6456;Sachsen-Anhalt
Sandersmühle;65326;Rheinland-Pfalz
Sandesneben;23898;Schlewig-Holstein
Sandhagen;18233;Mecklenburg-Vorpommern
Sandhagen Abbau;18233;Mecklenburg-Vorpommern
Sandhausen;69207;Baden-Württemberg
Sandhausen;69207;Baden-Württemberg
Sandkrug;16230;Brandenburg
Sandkrug;19322;Brandenburg
Sandkrug;19386;Mecklenburg-Vorpommern
Sandschenke;2923;Sachsen
Sandstedt;27628;Niedersachsen
Sangerhausen;6526;Sachsen-Anhalt
Sanitz;18190;Mecklenburg-Vorpommern
Sankelmark;24988;Schlewig-Holstein
Sankt Aldegund;56858;Rheinland-Pfalz
Sankt Augustin;53757;Nordrhein-Westfalen
Sankt Englmar;94379;Bayern
Sankt Johann;56727;Rheinland-Pfalz
Sankt Julian;66887;Rheinland-Pfalz
Sankt Katharinen;55595;Rheinland-Pfalz
Sankt Margarethen;25572;Schlewig-Holstein
Sankt Peter-Ording;25826;Schlewig-Holstein
Sankt Sebastian;56220;Rheinland-Pfalz
Sankt Sebastian;56220;Rheinland-Pfalz
Sankt Thomas;54655;Rheinland-Pfalz
Sankt Wolfgang;84427;Bayern
Sanne;39596;Sachsen-Anhalt
Sanne-Kerkuhn;39606;Sachsen-Anhalt
Sansenhof;63916;Bayern
Santow;23936;Mecklenburg-Vorpommern
Sanzkow;17111;Mecklenburg-Vorpommern
Sargenroth;55471;Rheinland-Pfalz
Sargleben;19357;Brandenburg
Sargstedt;38822;Sachsen-Anhalt
Sarkwitz;23629;Schlewig-Holstein
Sarkwitz;23629;Schlewig-Holstein
Sarlhusen;24616;Schlewig-Holstein
Sarmersbach;54552;Rheinland-Pfalz
Sarmstorf;18276;Mecklenburg-Vorpommern
Sarnow;16928;Brandenburg
Sarnow;17392;Mecklenburg-Vorpommern
Sarow;17111;Mecklenburg-Vorpommern
Sarstedt;31157;Niedersachsen
Sarzbüttel;25785;Schlewig-Holstein
Sasbach;77880;Baden-Württemberg
Sasbach;79361;Baden-Württemberg
Sasbachwalden;77887;Baden-Württemberg
Sassen;17121;Mecklenburg-Vorpommern
Sassen;56767;Rheinland-Pfalz
Sassenberg;48336;Nordrhein-Westfalen
Sassenburg;38524;Niedersachsen
Sassenhof;92681;Bayern
Saßleben;3205;Brandenburg
Sassnitz;18546;Mecklenburg-Vorpommern
Saterland;26683;Niedersachsen
Satow;17209;Mecklenburg-Vorpommern
Satow;18239;Mecklenburg-Vorpommern
Satrup;24986;Schlewig-Holstein
Satteldorf;74589;Baden-Württemberg
Sattelmühle;67468;Rheinland-Pfalz
Sättelstädt;99848;Thüringen
Sattlthambach;83546;Bayern
Satuelle;39345;Sachsen-Anhalt
Satzkorn;14476;Brandenburg
Satzung;9496;Sachsen
Saubach;6647;Sachsen-Anhalt
Sauen;15848;Brandenburg
Sauensiek;21644;Niedersachsen
Sauerbrunnen;55765;Rheinland-Pfalz
Saueressigs Mühle;56346;Rheinland-Pfalz
Sauerlach;82054;Bayern
Sauerseifen;54570;Rheinland-Pfalz
Sauersmühle;56754;Rheinland-Pfalz
Sauerthal;65391;Rheinland-Pfalz
Sauerwies;54673;Rheinland-Pfalz
Sauldorf;88605;Baden-Württemberg
Saulgrub;82442;Bayern
Saulheim;55291;Rheinland-Pfalz
Saultitz;1683;Sachsen
Saunstorf;23996;Mecklenburg-Vorpommern
Saupsdorf;1855;Sachsen
Saurasen;6333;Sachsen-Anhalt
Saurenhof;73529;Baden-Württemberg
Saustrup;24392;Schlewig-Holstein
Sauzin;17440;Mecklenburg-Vorpommern
Saxdorf;4895;Brandenburg
Saxler;54558;Rheinland-Pfalz
Sayda;9619;Sachsen
Schaafheim;64850;Hessen
Schaalby;24882;Schlewig-Holstein
Schachahof;84385;Bayern
Schachdorf Ströbeck;38822;Sachsen-Anhalt
Schachen;83546;Bayern
Schachen;83552;Bayern
Schacherhof;67806;Rheinland-Pfalz
Schacht-Audorf;24790;Schlewig-Holstein
Schachtebich;37318;Thüringen
Schackendorf;23795;Schlewig-Holstein
Schackensleben;39343;Sachsen-Anhalt
Schackenthal;6449;Sachsen-Anhalt
Schacksdorf;3238;Brandenburg
Schackstedt;6425;Sachsen-Anhalt
Schaddingsdorf;19217;Mecklenburg-Vorpommern
Schadebeuster;19322;Brandenburg
Schadeleben;6449;Sachsen-Anhalt
Schaderthal;7330;Thüringen
Schafflund;24980;Schlewig-Holstein
Schafstädt;6255;Sachsen-Anhalt
Schafstedt;25725;Schlewig-Holstein
Schäftlarn;82069;Bayern
Schaibmaierhof;85304;Bayern
Schaidenhausen;85376;Bayern
Schalkau;96528;Thüringen
Schalkenbach;53426;Rheinland-Pfalz
Schalkenmehren;54552;Rheinland-Pfalz
Schalkham;84175;Bayern
Schalkholz;25782;Schlewig-Holstein
Schalksmühle;58579;Nordrhein-Westfalen
Schallbach;79597;Baden-Württemberg
Schallenburg;99610;Thüringen
Schallodenbach;67701;Rheinland-Pfalz
Schallstadt;79227;Baden-Württemberg
Schänitz;1665;Sachsen
Schankweiler;54668;Rheinland-Pfalz
Schanzerhof;66882;Rheinland-Pfalz
Schanzermühle;66882;Rheinland-Pfalz
Schäpe;14547;Brandenburg
Schapen;48480;Niedersachsen
Schäplitz;39579;Sachsen-Anhalt
Schapow;17291;Brandenburg
Schaprode;18569;Mecklenburg-Vorpommern
Scharbeutz;23683;Schlewig-Holstein
Scharbeutz;23684;Schlewig-Holstein
Scharbow;19230;Mecklenburg-Vorpommern
Scharfbillig;54636;Rheinland-Pfalz
Scharfenberg;1665;Sachsen
Scharfenholz;24214;Schlewig-Holstein
Scharfenstein;9435;Sachsen
Scharfstorf;23996;Mecklenburg-Vorpommern
Scharleuk;19339;Brandenburg
Scharling;83329;Bayern
Scharnebeck;21379;Niedersachsen
Scharnhorst;29348;Niedersachsen
Scharrhof;66851;Rheinland-Pfalz
Scharrmühle;66851;Rheinland-Pfalz
Schartau;39291;Sachsen-Anhalt
Schashagen;23730;Schlewig-Holstein
Schattin;23923;Mecklenburg-Vorpommern
Schauen;38835;Sachsen-Anhalt
Schauenburg;34270;Hessen
Schauenstein;95197;Bayern
Schauerberg;66919;Rheinland-Pfalz
Schaufling;94571;Bayern
Schaurach;83565;Bayern
Schauren;55758;Rheinland-Pfalz
Schauren;56865;Rheinland-Pfalz
Schautenhof;73642;Baden-Württemberg
Schechen;82393;Bayern
Schechen;83135;Bayern
Schechingen;73579;Baden-Württemberg
Scheden;37127;Niedersachsen
Scheer;72516;Baden-Württemberg
Scheeßel;27383;Niedersachsen
Schefflenz;74850;Baden-Württemberg
Scheggerott;24392;Schlewig-Holstein
Scheibe-Alsbach;98749;Thüringen
Scheibenberg;9481;Sachsen
Scheibenhardt;76779;Rheinland-Pfalz
Scheid;54611;Rheinland-Pfalz
Scheidegg;88175;Bayern
Scheiditz;7646;Thüringen
Scheidt;56379;Rheinland-Pfalz
Scheinfeld;91443;Bayern
Scheitenkorb;54673;Rheinland-Pfalz
Schelertal;66954;Rheinland-Pfalz
Schelkau;6682;Sachsen-Anhalt
Schelklingen;89601;Baden-Württemberg
Schellbach;6712;Sachsen-Anhalt
Schelldorf;39517;Sachsen-Anhalt
Schellerten;31174;Niedersachsen
Schellhorn;24211;Schlewig-Holstein
Schellweiler;66869;Rheinland-Pfalz
Schemmerhofen;88433;Baden-Württemberg
Schenefeld;22869;Schlewig-Holstein
Schenefeld;25560;Schlewig-Holstein
Schenkelberg;56244;Rheinland-Pfalz
Schenkenberg;14778;Brandenburg
Schenkenberg;17291;Brandenburg
Schenkendorf;15711;Brandenburg
Schenkenhorst;14532;Brandenburg
Schenkenhorst;39638;Sachsen-Anhalt
Schenkenzell;77773;Baden-Württemberg
Schenkhöfle;73655;Baden-Württemberg
Schenklengsfeld;36277;Hessen
Scherbenmühle;74523;Baden-Württemberg
Scherer;83552;Bayern
Schermbeck;46514;Nordrhein-Westfalen
Schermcke;39387;Sachsen-Anhalt
Schermen;39291;Sachsen-Anhalt
Schernberg;99713;Thüringen
Schernebeck;39517;Sachsen-Anhalt
Schernfeld;85132;Bayern
Schernikau;39579;Sachsen-Anhalt
Schernsdorf;15890;Brandenburg
Scherstetten;86872;Bayern
Scheßlitz;96110;Bayern
Scheuder;6386;Sachsen-Anhalt
Scheuerfeld;57584;Rheinland-Pfalz
Scheuerlehof;78567;Baden-Württemberg
Scheuern;54673;Rheinland-Pfalz
Scheuring;86937;Bayern
Scheyern;85298;Bayern
Schiebsdorf;15938;Brandenburg
Schieder-Schwalenberg;32816;Nordrhein-Westfalen
Schielo;6493;Sachsen-Anhalt
Schierau;6779;Sachsen-Anhalt
Schieren;23795;Schlewig-Holstein
Schierensee;24241;Schlewig-Holstein
Schierke;38879;Sachsen-Anhalt
Schierling;84069;Bayern
Schierschwende;99988;Thüringen
Schiersfeld;67823;Rheinland-Pfalz
Schiesheim;65623;Rheinland-Pfalz
Schießhof;74639;Baden-Württemberg
Schiffdorf;27619;Niedersachsen
Schifferstadt;67105;Rheinland-Pfalz
Schiffmühle;16259;Brandenburg
Schiffweiler;66578;Saarland
Schilda;3253;Brandenburg
Schildau;4889;Sachsen
Schildberg;23936;Mecklenburg-Vorpommern
Schilde;19322;Brandenburg
Schildfeld;19260;Mecklenburg-Vorpommern
Schildow;16552;Brandenburg
Schillingen;54429;Rheinland-Pfalz
Schillinghof;73553;Baden-Württemberg
Schillingsfürst;91583;Bayern
Schillingstedt;99625;Thüringen
Schillsdorf;24637;Schlewig-Holstein
Schilpenbühl;73577;Baden-Württemberg
Schiltach;77761;Baden-Württemberg
Schiltberg;86576;Bayern
Schimberg;37308;Thüringen
Schimm;23972;Mecklenburg-Vorpommern
Schimmelshütte;64720;Hessen
Schindhard;66996;Rheinland-Pfalz
Schinkel;24214;Schlewig-Holstein
Schinne;39579;Sachsen-Anhalt
Schiphorst;23847;Schlewig-Holstein
Schipkau;1993;Brandenburg
Schirgiswalde;2681;Sachsen
Schirmitz;92718;Bayern
Schirnding;95706;Bayern
Schirnrod;98678;Thüringen
Schkauditz;6712;Sachsen-Anhalt
Schkeuditz;4435;Sachsen
Schkölen;7619;Thüringen
Schköna;6773;Sachsen-Anhalt
Schkopau;6258;Sachsen-Anhalt
Schkortleben;6688;Sachsen-Anhalt
Schlabendorf;15926;Brandenburg
Schladen;38315;Niedersachsen
Schladt;54534;Rheinland-Pfalz
Schlagenthin;39307;Sachsen-Anhalt
Schlagsdorf;19217;Mecklenburg-Vorpommern
Schlaitdorf;72667;Baden-Württemberg
Schlaitz;6774;Sachsen-Anhalt
Schlalach;14822;Brandenburg
Schlamau;14827;Brandenburg
Schlammersdorf;95519;Bayern
Schlangen;33189;Nordrhein-Westfalen
Schlangenbad;65388;Hessen
Schlanstedt;38838;Sachsen-Anhalt
Schlat;73114;Baden-Württemberg
Schlattwiesen;72147;Baden-Württemberg
Schlauchhof;73453;Baden-Württemberg
Schleberoda;6632;Sachsen-Anhalt
Schleching;83259;Bayern
Schlechtenmühle;71144;Baden-Württemberg
Schlechtsart;98663;Thüringen
Schleesen;6785;Sachsen-Anhalt
Schlegel;2788;Sachsen
Schlegel;7366;Thüringen
Schlegel;9661;Sachsen
Schlehdorf;82444;Bayern
Schleich;54340;Rheinland-Pfalz
Schleid;36419;Thüringen
Schleid;54636;Rheinland-Pfalz
Schleiden;53937;Nordrhein-Westfalen
Schleife;2959;Sachsen
Schleife-Mulkwitz;2959;Sachsen
Schleife-Rohne;2959;Sachsen
Schleifhäusle;73453;Baden-Württemberg
Schleifmühle;97852;Bayern
Schleifreisen;7629;Thüringen
Schleifthor;97836;Bayern
Schleimünde;24404;Schlewig-Holstein
Schleinitz;6727;Sachsen-Anhalt
Schleiz;7907;Thüringen
Schlema;8301;Sachsen
Schlemmin;18249;Mecklenburg-Vorpommern
Schlemmin;18320;Mecklenburg-Vorpommern
Schlenzer;14913;Brandenburg
Schlepzig;15910;Brandenburg
Schlesen;24256;Schlewig-Holstein
Schleswig;24837;Schlewig-Holstein
Schlettau;9487;Sachsen
Schleuse;56377;Rheinland-Pfalz
Schleuse Dausenau;56130;Rheinland-Pfalz
Schleuse Ems;56130;Rheinland-Pfalz
Schleuse Grütz;14715;Brandenburg
Schleusenow;19273;Mecklenburg-Vorpommern
Schleusingen;98553;Thüringen
Schleusingerneundorf;98553;Thüringen
Schlichting;25779;Schlewig-Holstein
Schlieben;4936;Brandenburg
Schliengen;79418;Baden-Württemberg
Schlier;88281;Baden-Württemberg
Schlierschied;55483;Rheinland-Pfalz
Schliersee;83727;Bayern
Schlitz;36110;Hessen
Schlöben;7646;Thüringen
Schlockow;18249;Mecklenburg-Vorpommern
Schloen;17192;Mecklenburg-Vorpommern
Schloß Holte-Stukenbrock;33758;Nordrhein-Westfalen
Schloßböckelheim;55596;Rheinland-Pfalz
Schlosser;83739;Bayern
Schloßhof;56753;Rheinland-Pfalz
Schloßhof;78730;Baden-Württemberg
Schloßkulm;7407;Thüringen
Schlößlesmühle;71144;Baden-Württemberg
Schloßvippach;99195;Thüringen
Schlotfeld;25551;Schlewig-Holstein
Schlotheim;99994;Thüringen
Schlowe;19406;Mecklenburg-Vorpommern
Schluchsee;79859;Baden-Württemberg
Schlüchtern;36381;Hessen
Schlunkendorf;14547;Brandenburg
Schlüsselfeld;96132;Bayern
Schmachtenhagen;16515;Brandenburg
Schmachthagen;23936;Mecklenburg-Vorpommern
Schmadebeck;18236;Mecklenburg-Vorpommern
Schmakentin;23992;Mecklenburg-Vorpommern
Schmalenberg;67718;Rheinland-Pfalz
Schmalensee;24638;Schlewig-Holstein
Schmalfeld;24640;Schlewig-Holstein
Schmalfelderhof;67822;Rheinland-Pfalz
Schmalkalden;98574;Thüringen
Schmallenberg;57392;Nordrhein-Westfalen
Schmalstede;24241;Schlewig-Holstein
Schmalzerode;6295;Sachsen-Anhalt
Schmalzmühle;91717;Bayern
Schmargendorf;16278;Brandenburg
Schmarsow;17129;Mecklenburg-Vorpommern
Schmatzfeld;38855;Sachsen-Anhalt
Schmatzin;17390;Mecklenburg-Vorpommern
Schmedeland;24888;Schlewig-Holstein
Schmedeswurth;25724;Schlewig-Holstein
Schmeheim;98530;Thüringen
Schmelz;66839;Saarland
Schmerbach;99891;Thüringen
Schmerdorf;6667;Sachsen-Anhalt
Schmergow;14550;Brandenburg
Schmerkendorf;4895;Brandenburg
Schmerwitz;14827;Brandenburg
Schmetzdorf;14715;Brandenburg
Schmidgaden;92546;Bayern
Schmidmühlen;92287;Bayern
Schmidthachenbach;55758;Rheinland-Pfalz
Schmiechen;86511;Bayern
Schmiedeberg;1762;Sachsen
Schmiedeberg;16278;Brandenburg
Schmiedefeld;98711;Thüringen
Schmiedefeld;98739;Thüringen
Schmiedehausen;99518;Thüringen
Schmieden;7407;Thüringen
Schmieding;83374;Bayern
Schmieritz;7819;Thüringen
Schmilau;23911;Schlewig-Holstein
Schmilkendorf;6896;Sachsen-Anhalt
Schmißberg;55765;Rheinland-Pfalz
Schmitshausen;66484;Rheinland-Pfalz
Schmitt;56825;Rheinland-Pfalz
Schmitten;61389;Hessen
Schmittweiler;67829;Rheinland-Pfalz
Schmögelsdorf;14913;Brandenburg
Schmogrow;3096;Brandenburg
Schmolde;16945;Brandenburg
Schmölen;4828;Sachsen
Schmölln;1877;Sachsen
Schmölln;4626;Thüringen
Schmölln;17291;Brandenburg
Schmölz;95355;Bayern
Schmon;6268;Sachsen-Anhalt
Schmorda;7389;Thüringen
Schmorkau;1936;Sachsen
Schnabelwaid;91289;Bayern
Schnackenburg;29493;Niedersachsen
Schnackenwöhr;95515;Bayern
Schnaditz;4849;Sachsen
Schnaidt;83364;Bayern
Schnaitsee;83530;Bayern
Schnaittach;91220;Bayern
Schnaittenbach;92253;Bayern
Schnakenbek;21481;Schlewig-Holstein
Schnarup-Thumby;24891;Schlewig-Holstein
Schnatzlreut;83362;Bayern
Schneckengrün;8527;Sachsen
Schneckenhausen;67699;Rheinland-Pfalz
Schneckenlohe;96277;Bayern
Schneeberg;8289;Sachsen
Schneeberg;15848;Brandenburg
Schneeberg;63936;Bayern
Schneefernerhaus;82475;Bayern
Schnega;29465;Niedersachsen
Schneidenbach;8468;Sachsen
Schneiderkrug;49685;Niedersachsen
Schneidlingen;39435;Sachsen-Anhalt
Schneidmühle;56355;Rheinland-Pfalz
Schneizlreuth;83458;Bayern
Schnelldorf;91625;Bayern
Schnellin;6901;Sachsen-Anhalt
Schnellmannshausen;99831;Thüringen
Schneppenbach;55608;Rheinland-Pfalz
Schneverdingen;29640;Niedersachsen
Schnorbach;55497;Rheinland-Pfalz
Schnürpflingen;89194;Baden-Württemberg
Schöbendorf;15837;Brandenburg
Schobüll;25875;Schlewig-Holstein
Schochen;87724;Bayern
Schöchleinsmühle;95490;Bayern
Schochwitz;6179;Sachsen-Anhalt
Schoden;54441;Rheinland-Pfalz
Schöffengrund;35641;Hessen
Schöfweg;94572;Bayern
Scholen;27251;Niedersachsen
Schöllbronner Mühle;76359;Baden-Württemberg
Schollbrunn;97852;Bayern
Schollene;14715;Sachsen-Anhalt
Schöllkrippen;63825;Bayern
Schöllnach;94508;Bayern
Schöllnitz;3229;Brandenburg
Scholmunderhof;56843;Rheinland-Pfalz
Scholterhaus;88400;Baden-Württemberg
Schömberg;7570;Thüringen
Schömberg;72355;Baden-Württemberg
Schömberg;75328;Baden-Württemberg
Schömerich;54314;Rheinland-Pfalz
Schöna;1814;Sachsen
Schöna;4838;Sachsen
Schonach;78136;Baden-Württemberg
Schönaich;71101;Baden-Württemberg
Schöna-Kolpien;4936;Brandenburg
Schönau;66996;Rheinland-Pfalz
Schönau;69250;Baden-Württemberg
Schönau;79677;Baden-Württemberg
Schönau;83471;Bayern
Schönau;84337;Bayern
Schönau;97659;Bayern
Schönau v d Walde;99894;Thüringen
Schönau-Berzdorf;2899;Sachsen
Schönbach;2708;Sachsen
Schönbach;7985;Thüringen
Schönbach;54552;Rheinland-Pfalz
Schönbeck;17349;Mecklenburg-Vorpommern
Schönbek;24582;Schlewig-Holstein
Schönberg;8393;Sachsen
Schönberg;8539;Sachsen
Schönberg;16835;Brandenburg
Schönberg;16866;Brandenburg
Schönberg;22929;Schlewig-Holstein
Schönberg;23923;Mecklenburg-Vorpommern
Schönberg;24217;Schlewig-Holstein
Schönberg;39615;Sachsen-Anhalt
Schönberg;54426;Rheinland-Pfalz
Schönberg;84573;Bayern
Schönberg;94513;Bayern
Schönborn;1465;Sachsen
Schönborn;1465;Sachsen
Schönborn;1561;Sachsen
Schönborn;3253;Brandenburg
Schönborn;55469;Rheinland-Pfalz
Schönborn;56370;Rheinland-Pfalz
Schönborn;67808;Rheinland-Pfalz
Schönbornerhof;67742;Rheinland-Pfalz
Schönbrunn;8485;Sachsen
Schönbrunn;8606;Sachsen
Schönbrunn;9429;Sachsen
Schönbrunn;69436;Baden-Württemberg
Schönbrunn;96185;Bayern
Schönbrunn;98667;Thüringen
Schönburg;6618;Sachsen-Anhalt
Schondorf;86938;Bayern
Schöndorf;7924;Thüringen
Schöndorf;54316;Rheinland-Pfalz
Schondra;97795;Bayern
Schöne Aussicht;56132;Rheinland-Pfalz
Schöne Aussicht Gem Landkern;56759;Rheinland-Pfalz
Schöne Aussicht Gem Masburg;56759;Rheinland-Pfalz
Schönebeck;16928;Brandenburg
Schönebeck;39218;Sachsen-Anhalt
Schöneberg;16278;Brandenburg
Schöneberg;55444;Rheinland-Pfalz
Schöneberg;57638;Rheinland-Pfalz
Schöneck;8261;Sachsen
Schöneck;61137;Hessen
Schönecken;54614;Rheinland-Pfalz
Schönefeld;12529;Brandenburg
Schönefeld;12529;Brandenburg
Schönefeld;14547;Brandenburg
Schönefeld;14913;Brandenburg
Schöneiche;15566;Brandenburg
Schöneiche;15806;Brandenburg
Schöneicher Plan;15749;Brandenburg
Schönenberg;79677;Baden-Württemberg
Schönenberg-Kübelberg;66901;Rheinland-Pfalz
Schönerlinde;16352;Brandenburg
Schönermark;16278;Brandenburg
Schönermark;16775;Brandenburg
Schönermark;16845;Brandenburg
Schönermark;17291;Brandenburg
Schönewalde;4916;Brandenburg
Schönewerda;6556;Thüringen
Schönewörde;29396;Niedersachsen
Schönfeld;1561;Sachsen
Schönfeld;6556;Thüringen
Schönfeld;9488;Sachsen
Schönfeld;16307;Brandenburg
Schönfeld;16356;Brandenburg
Schönfeld;17111;Mecklenburg-Vorpommern
Schönfeld;17291;Brandenburg
Schönfeld;19205;Mecklenburg-Vorpommern
Schönfeld;19348;Brandenburg
Schönfeld;19406;Mecklenburg-Vorpommern
Schönfeld;39524;Sachsen-Anhalt
Schönfelde;15518;Brandenburg
Schönfels;8115;Sachsen
Schönfließ;15326;Brandenburg
Schönfließ;16567;Brandenburg
Schongau;86956;Bayern
Schöngeising;82296;Bayern
Schöngleina;7646;Thüringen
Schönhagen;14959;Brandenburg
Schönhagen;16866;Brandenburg
Schönhagen;16928;Brandenburg
Schönhagen;37318;Thüringen
Schönhagener Mühle;16928;Brandenburg
Schönhausen;17337;Mecklenburg-Vorpommern
Schönhausen;39524;Sachsen-Anhalt
Schönheide;8304;Sachsen
Schönhof;23936;Mecklenburg-Vorpommern
Schönholz;14728;Brandenburg
Schönholz;19348;Brandenburg
Schönhorn Forsthaus;16798;Brandenburg
Schönhorst;24220;Schlewig-Holstein
Schöningen;38364;Niedersachsen
Schönkirchen;24232;Schlewig-Holstein
Schönlage;19412;Mecklenburg-Vorpommern
Schönow;16306;Brandenburg
Schönow;16321;Brandenburg
Schönsee;92539;Bayern
Schönstedt;99947;Thüringen
Schonstett;83137;Bayern
Schöntal;74214;Baden-Württemberg
Schönteichen;1920;Sachsen
Schonterhöhe;73312;Baden-Württemberg
Schönthal;93488;Bayern
Schonungen;97453;Bayern
Schönwald;78141;Baden-Württemberg
Schönwald;95173;Bayern
Schönwalde;14621;Brandenburg
Schönwalde;15910;Brandenburg
Schönwalde;16352;Brandenburg
Schönwalde;17309;Mecklenburg-Vorpommern
Schönwalde;23744;Schlewig-Holstein
Schönwalde;39517;Sachsen-Anhalt
Schönwerder;17291;Brandenburg
Schönwolde;19205;Mecklenburg-Vorpommern
Schönwölkau;4509;Sachsen
Schopfheim;79650;Baden-Württemberg
Schopfloch;72296;Baden-Württemberg
Schopfloch;91626;Bayern
Schopp;67707;Rheinland-Pfalz
Schöppenstedt;38170;Niedersachsen
Schöppingen;48624;Nordrhein-Westfalen
Schöps;7768;Thüringen
Schopsdorf;39291;Sachsen-Anhalt
Schöpstal;2829;Sachsen
Schorbus;3058;Brandenburg
Schoren;78112;Baden-Württemberg
Schörghof;82362;Bayern
Schorlenberg;67677;Rheinland-Pfalz
Schorndorf;73614;Baden-Württemberg
Schorndorf;93489;Bayern
Schornsheim;55288;Rheinland-Pfalz
Schorstedt;39606;Sachsen-Anhalt
Schortens;26419;Niedersachsen
Schortens;26419;Niedersachsen
Schortewitz;6369;Sachsen-Anhalt
Schossin;19073;Mecklenburg-Vorpommern
Schotten;63679;Hessen
Schottersmühle;91344;Bayern
Schraden;4928;Brandenburg
Schramberg;78713;Baden-Württemberg
Schrampe;39619;Sachsen-Anhalt
Schrapfendorf;99831;Thüringen
Schraplau;6279;Sachsen-Anhalt
Schrebitz;1665;Sachsen
Schrecksbach;34637;Hessen
Schrenz;6780;Sachsen-Anhalt
Schrepkow;16866;Brandenburg
Schrepperie;24402;Schlewig-Holstein
Schretstaken;21493;Schlewig-Holstein
Schreyerhof;74394;Baden-Württemberg
Schriesheim;69198;Baden-Württemberg
Schrobenhausen;86529;Bayern
Schrozberg;74575;Baden-Württemberg
Schrum;25782;Schlewig-Holstein
Schuby;24850;Schlewig-Holstein
