CET,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2013-8-6,33,25,17,10,6,0,42,26,7,1016,1015,1008,31,31,31,34,11,55,0.00,,,232
2013-8-7,31,25,19,13,8,5,64,34,13,1015,1012,1007,31,14,10,29,10,48,0.00,2,Rain,271
2013-8-8,31,23,16,10,7,2,63,37,15,1024,1020,1015,31,20,10,16,8,32,0.00,1,,41
2013-8-9,34,24,14,9,7,5,63,37,13,1026,1024,1021,31,31,31,21,10,24,0.00,,,20
2013-8-10,37,27,17,10,7,1,49,27,9,1023,1021,1013,31,31,31,14,8,32,0.00,,,340
2013-8-11,38,28,18,9,5,-1,33,21,6,1021,1018,1009,31,31,31,16,8,37,0.00,,,308
2013-8-12,37,29,21,15,8,5,57,29,9,1017,1015,1008,31,12,10,27,8,35,1.02,2,Rain,34
2013-8-13,35,28,20,13,10,5,56,35,8,1019,1016,1010,31,18,10,23,10,35,0.00,2,,25
2013-8-14,36,28,20,13,10,6,60,34,9,1020,1018,1011,31,15,10,13,8,40,0.00,1,,122
2013-8-15,36,28,20,14,11,8,53,34,17,1020,1018,1014,31,12,10,16,10,,0.00,3,,332
2013-8-16,37,29,21,13,9,-2,57,31,4,1019,1017,1010,31,16,10,34,10,58,0.00,1,Thunderstorm,174
2013-8-17,36,27,18,14,9,4,64,35,9,1020,1017,1010,31,15,10,16,8,40,0.00,2,,25
2013-8-18,36,28,19,16,11,4,64,36,8,1020,1017,1011,31,20,10,16,6,35,0.00,1,,163
2013-8-19,37,28,18,12,8,6,46,28,8,1021,1019,1012,31,15,10,23,8,66,0.00,1,,327
2013-8-20,37,29,20,15,11,4,64,36,9,1023,1020,1012,31,31,31,16,10,37,0.00,,,24
2013-8-21,38,29,20,15,8,0,48,26,7,1021,1019,1010,31,31,31,21,6,39,0.00,,,221
2013-8-22,36,27,18,10,5,1,43,24,6,1017,1015,1008,31,25,14,27,8,52,0.00,,,215
2013-8-23,36,26,16,9,2,-1,38,22,5,1016,1014,1008,31,27,23,11,6,34,0.00,,,6
2013-8-24,34,26,18,16,10,0,60,37,14,1017,1015,1011,27,12,10,24,6,47,0.00,1,,25
2013-8-25,33,24,17,14,8,1,59,38,7,1017,1014,1005,31,14,10,23,14,42,0.00,1,,6
2013-8-26,32,24,17,14,10,5,64,41,13,1012,1011,1005,31,12,10,21,13,39,0.00,1,,24
2013-8-27,32,24,17,14,10,3,63,39,12,1016,1013,1008,31,15,10,35,10,37,0.00,2,,2
2013-8-28,29,23,18,16,10,6,88,46,22,1019,1015,1011,31,15,5,63,14,84,6.10,3,Rain-Thunderstorm,31
2013-8-29,28,22,16,13,10,7,68,51,21,1021,1019,1016,31,12,10,26,10,,0.00,2,Rain-Thunderstorm,55
2013-8-30,30,22,14,13,9,4,72,46,13,1022,1021,1015,31,13,10,23,6,,0.00,2,,21
2013-8-31,31,22,14,12,8,1,72,43,8,1024,1022,1016,31,13,10,16,6,35,0.00,1,,160
2013-9-1,32,24,16,11,7,1,59,35,8,1024,1022,1016,31,15,10,16,10,35,0.00,1,,35
2013-9-2,32,24,17,10,7,2,59,33,8,1025,1023,1017,31,31,31,14,6,27,0.00,,,21
2013-9-3,34,24,15,10,6,3,46,31,9,1025,1022,1015,31,19,10,14,6,29,0.00,1,,150
2013-9-4,33,24,16,9,6,2,49,31,11,1023,1020,1012,31,31,31,14,6,37,0.00,,,124
2013-9-5,30,23,17,13,10,4,73,45,12,1018,1015,1008,31,13,10,21,10,37,0.00,1,Thunderstorm,141
2013-9-6,29,23,18,13,11,8,68,46,22,1015,1013,1010,31,13,10,26,8,47,0.00,2,,233
2013-9-7,27,21,15,17,10,6,78,50,19,1017,1015,1011,31,11,10,27,10,61,0.00,2,Rain-Thunderstorm,298
2013-9-8,28,21,14,15,11,4,94,60,14,1023,1020,1016,31,11,10,21,6,40,0.00,1,Rain,272
2013-9-9,30,21,12,11,5,-3,77,42,7,1026,1023,1018,31,31,31,16,6,29,0.00,,,352
2013-9-10,31,22,13,11,7,3,63,38,11,1023,1020,1013,31,16,10,16,8,27,0.00,1,,12
2013-9-11,26,19,13,12,9,5,82,54,20,1023,1020,1015,31,12,9,21,14,40,2.03,3,Rain-Thunderstorm,19
2013-9-12,28,19,11,12,7,3,72,46,13,1023,1021,1016,31,24,10,16,10,,0.00,1,,348
2013-9-13,30,21,13,13,7,2,67,42,11,1024,1022,1017,31,19,10,13,8,24,0.00,1,,312
2013-9-14,31,22,13,12,7,3,63,40,11,1022,1020,1013,31,20,10,132,8,27,0.00,1,,272
2013-9-15,31,22,13,10,7,5,59,38,18,1018,1016,1013,31,31,31,21,6,32,0.00,,,347
2013-9-16,32,22,12,6,4,2,58,32,10,1017,1015,1008,31,29,26,19,6,27,0.00,,,322
2013-9-17,31,22,13,10,6,4,59,37,15,1016,1014,1010,31,31,31,23,5,,0.00,,,9
2013-9-18,30,21,13,8,7,1,63,38,9,1017,1016,1011,31,18,10,19,8,,0.00,1,,2
2013-9-19,30,22,15,10,7,2,63,38,12,1019,1017,1013,31,31,31,26,8,32,0.00,,,14
2013-9-20,31,22,13,10,8,5,72,41,14,1021,1020,1015,31,31,31,14,10,34,0.00,,,12
2013-9-21,31,24,17,10,8,2,59,38,10,1024,1022,1017,31,31,31,14,8,34,0.00,,,22
2013-9-22,32,22,13,13,7,2,55,37,16,1025,1023,1017,31,14,10,13,8,39,0.00,1,,309
2013-9-23,32,23,14,13,9,6,63,42,15,1022,1020,1013,31,15,10,13,6,39,0.00,1,,260
2013-9-24,32,23,14,11,8,7,63,40,17,1019,1016,1011,31,31,31,14,6,37,0.00,,,266
2013-9-25,31,22,14,12,9,8,63,42,19,1016,1014,1009,31,15,10,19,6,53,0.00,1,,280
2013-9-26,31,22,14,11,9,8,72,44,21,1017,1015,1009,31,15,10,19,5,37,0.00,1,,346
2013-9-27,27,23,18,12,11,9,60,45,29,1015,1013,1007,31,12,10,35,11,58,0.00,2,Rain,175
2013-9-28,23,20,17,16,13,10,94,68,46,1010,1009,1007,31,9,2,52,19,60,9.91,5,Rain,199
2013-9-29,22,19,15,15,14,13,94,75,50,1013,1011,1008,31,12,10,37,21,53,0.00,4,,233
2013-9-30,22,19,17,19,16,13,100,81,62,1013,1011,1009,31,11,10,21,14,48,0.51,5,Rain,202
2013-10-1,24,22,19,19,16,12,100,74,42,1014,1013,1010,31,11,6,37,16,69,0.25,4,Rain,217
2013-10-2,26,21,15,16,15,14,94,72,45,1014,1013,1008,31,11,10,11,5,32,0.00,2,,152
2013-10-3,25,21,18,18,16,14,100,73,43,1016,1013,1008,31,11,10,19,8,47,0.00,4,Rain,217
2013-10-4,24,21,17,18,14,8,100,74,36,1021,1017,1013,31,11,2,27,10,50,2.03,3,Rain-Thunderstorm,230
2013-10-5,25,18,11,12,9,5,100,63,29,1025,1023,1021,31,13,10,11,3,,0.00,1,,359
2013-10-6,24,18,11,10,8,5,82,53,23,1026,1024,1020,31,13,10,16,10,,0.00,2,,18
2013-10-7,25,18,10,8,6,3,82,52,22,1023,1022,1019,31,31,31,21,10,,0.00,,,352
2013-10-8,26,17,8,12,8,5,94,59,24,1024,1022,1019,31,17,10,13,5,24,0.00,2,,336
2013-10-9,26,18,10,12,8,4,76,54,24,1024,1021,1016,31,12,10,13,6,,0.00,2,,344
2013-10-10,26,18,9,11,7,0,93,57,17,1020,1017,1012,31,31,31,19,5,45,0.00,,,319
2013-10-11,24,17,9,7,6,3,82,52,19,1016,1014,1010,31,19,10,21,6,45,0.00,1,,330
2013-10-12,22,14,7,6,4,1,81,49,22,1019,1017,1015,31,31,31,19,8,45,0.00,,,314
2013-10-13,19,13,6,9,7,4,87,67,45,1023,1021,1018,31,13,10,14,6,40,0.00,5,,240
2013-10-14,23,15,7,11,9,7,100,69,39,1023,1021,1019,31,13,10,16,6,40,0.00,1,,239
2013-10-15,23,17,10,12,11,9,100,71,44,1023,1021,1019,31,12,10,21,8,53,0.00,2,Rain,201
2013-10-16,25,18,10,14,12,10,100,74,43,1024,1023,1019,31,10,5,11,5,35,0.00,3,Fog,137
2013-10-17,27,19,11,12,11,9,100,66,31,1023,1020,1014,31,29,26,13,5,26,0.00,,,340
2013-10-18,27,18,10,12,8,5,94,59,18,1017,1016,1012,31,31,31,23,6,58,0.00,,,319
2013-10-19,23,18,13,16,11,7,100,66,42,1019,1017,1015,31,11,5,23,6,50,0.00,3,Rain-Thunderstorm,188
2013-10-20,21,18,14,16,12,8,100,76,43,1021,1019,1017,31,11,6,26,8,53,0.00,3,Rain,232
2013-10-21,22,16,9,11,9,8,100,72,43,1021,1018,1013,31,13,10,16,6,35,0.00,2,,190
2013-10-22,16,13,11,15,12,8,100,84,60,1014,1012,1010,31,10,5,23,10,50,4.06,5,Rain,170
2013-10-23,21,17,13,14,12,10,100,81,52,1019,1016,1013,31,11,6,24,11,48,0.00,5,,194
2013-10-24,21,16,12,16,14,12,100,88,68,1018,1016,1011,31,10,3,32,8,55,1.02,5,Rain,161
2013-10-25,18,16,14,16,16,14,100,97,83,1016,1014,1013,31,9,4,21,10,37,6.10,4,Rain,156
2013-10-26,20,17,14,15,13,10,100,83,52,1023,1019,1016,31,10,6,16,6,39,0.25,3,Rain,191
2013-10-27,21,14,8,12,11,8,100,79,46,1027,1025,1023,31,13,10,14,5,26,0.00,1,,209
2013-10-28,21,14,8,12,10,7,100,75,46,1023,1020,1016,31,23,19,21,8,47,0.00,8,,287
2013-10-29,16,11,7,9,3,-1,81,58,28,1024,1021,1019,31,14,10,29,10,,0.00,2,,13
2013-10-30,17,10,4,3,2,1,87,60,31,1026,1023,1021,31,14,10,21,6,,0.00,1,,11
2013-10-31,19,10,1,3,1,-3,100,62,14,1026,1024,1022,31,31,31,8,3,,0.00,,,23
2013-11-1,18,10,3,5,3,0,93,62,28,1027,1024,1022,31,29,26,14,5,39,0.00,,,232
2013-11-2,19,12,6,11,8,5,100,76,47,1023,1021,1018,31,23,16,16,6,48,0.00,,,216
2013-11-3,17,12,8,11,10,8,100,88,59,1022,1020,1019,31,7,0,14,5,40,0.00,5,Fog,180
2013-11-4,16,12,9,12,10,7,100,82,67,1020,1015,1013,31,11,10,35,14,53,0.00,4,,211
2013-11-5,23,18,14,13,11,10,94,61,43,1022,1018,1014,31,12,10,37,23,55,0.00,2,,266
2013-11-6,22,16,9,12,11,8,100,78,44,1024,1022,1019,31,13,10,11,5,32,0.00,3,,179
2013-11-7,17,14,11,12,11,8,100,84,59,1022,1021,1019,31,9,0,14,8,29,0.00,6,Fog,246
2013-11-8,16,12,8,12,9,4,100,81,51,1022,1020,1019,31,11,9,24,8,45,0.00,4,,198
2013-11-9,16,11,6,6,3,-4,87,57,27,1027,1024,1022,31,13,10,26,8,40,0.00,3,,260
2013-11-10,19,13,7,7,6,4,93,66,35,1029,1027,1026,31,13,10,13,5,,0.00,1,,131
2013-11-11,21,13,6,9,6,4,93,65,33,1029,1026,1024,31,31,31,24,6,,0.00,,,2
2013-11-12,22,14,7,9,8,5,93,65,34,1026,1023,1019,31,29,10,19,6,,0.00,1,,15
2013-11-13,19,15,11,8,7,5,77,58,32,1025,1022,1020,31,18,10,24,16,48,0.00,1,,38
2013-11-14,18,12,6,6,2,-1,76,52,18,1029,1027,1024,31,31,31,34,11,35,0.00,,,38
2013-11-15,13,8,4,2,-1,-4,75,48,23,1029,1022,1018,31,18,10,42,18,61,0.00,2,,1
2013-11-16,8,4,2,3,1,-3,100,76,40,1021,1019,1017,31,17,6,23,6,,2.03,5,Rain,22
2013-11-17,7,4,2,7,5,3,100,94,85,1020,1015,1012,31,11,3,13,5,32,9.91,6,Fog-Rain,138
2013-11-18,12,7,3,7,4,2,100,82,51,1014,1009,1006,31,14,6,27,8,27,0.25,4,Rain,171
2013-11-19,14,8,2,5,3,-2,100,65,39,1019,1012,1009,31,17,10,34,11,40,0.00,2,,344
2013-11-20,11,7,2,-1,-2,-5,75,52,26,1022,1019,1017,31,21,10,35,18,,0.00,2,,356
2013-11-21,12,4,-3,1,-2,-3,100,63,29,1020,1012,1008,31,26,10,29,10,48,0.00,1,,254
2013-11-22,12,8,3,1,-1,-4,81,54,22,1015,1011,1008,31,16,5,27,14,,0.00,2,,335
2013-11-23,11,6,0,-1,-3,-4,75,52,26,1018,1015,1013,31,22,10,29,11,,0.00,1,,3
2013-11-24,12,7,1,0,-2,-3,75,55,27,1022,1017,1015,31,25,10,32,16,,0.00,1,,360
2013-11-25,15,7,-1,-2,-3,-7,80,50,13,1026,1022,1020,31,31,31,21,10,,0.00,,,16
2013-11-26,12,4,-3,-2,-6,-8,86,50,15,1028,1024,1022,31,30,19,34,10,52,0.00,,,13
2013-11-27,12,6,-1,-4,-6,-8,75,45,14,1028,1024,1020,31,23,10,26,11,47,0.00,1,,28
2013-11-28,10,6,1,0,-2,-6,100,63,32,1032,1027,1025,31,15,5,21,13,,0.00,4,Rain-Snow,7
2013-11-29,11,3,-5,-2,-4,-6,100,66,24,1032,1028,1025,31,29,19,11,5,,0.00,,,338
2013-11-30,10,3,-4,2,-2,-5,100,72,41,1030,1022,1016,31,20,10,40,10,45,0.00,2,,354
2013-12-1,13,6,-1,-2,-5,-7,70,46,18,1023,1019,1017,31,23,10,23,8,,0.00,1,,24
2013-12-2,11,3,-5,-3,-6,-8,86,58,19,1027,1021,1019,31,30,18,14,6,27,0.00,,,342
2013-12-3,15,6,-3,0,-2,-5,86,62,24,1030,1026,1024,31,26,10,11,5,24,0.00,1,,341
2013-12-4,17,8,-2,3,0,-3,100,73,26,1032,1028,1026,31,29,19,10,5,,0.00,,,345
2013-12-5,16,7,-3,1,-1,-3,100,70,22,1033,1028,1026,31,26,14,11,5,,0.00,,,345
2013-12-6,15,6,-3,-1,-3,-5,100,62,18,1032,1027,1024,31,28,19,13,6,,0.00,,,347
2013-12-7,15,6,-4,-3,-5,-7,80,56,18,1029,1025,1023,31,30,23,10,5,,0.00,,,338
2013-12-8,14,4,-5,-2,-4,-7,86,63,19,1032,1027,1025,31,26,18,10,5,,0.00,,,350
2013-12-9,11,3,-5,1,-3,-7,100,75,38,1035,1031,1028,31,15,2,11,5,,0.00,3,Fog,353
2013-12-10,13,4,-5,2,-2,-6,100,73,34,1036,1032,1029,31,21,11,11,6,,0.00,,,350
2013-12-11,13,4,-4,2,-2,-6,93,71,38,1036,1032,1030,31,27,10,14,6,,0.00,1,,350
2013-12-12,12,3,-4,3,-1,-4,100,78,43,1036,1031,1028,31,19,11,10,6,,0.00,,,348
2013-12-13,9,4,-1,6,2,-2,100,88,56,1032,1028,1026,10,7,3,8,3,,2.03,6,Rain,347
2013-12-14,14,7,1,7,3,1,100,86,46,1036,1032,1029,31,9,1,14,6,,0.00,3,Fog,15
2013-12-15,14,7,-1,6,2,-1,100,82,43,1038,1033,1031,31,22,11,10,5,,0.00,,,335
2013-12-16,16,7,-2,3,0,-3,100,69,18,1035,1030,1026,31,30,26,13,6,,0.00,,,29
2013-12-17,11,5,-1,4,2,-2,100,84,56,1032,1029,1027,31,13,6,10,6,,0.00,4,,353
2013-12-18,9,6,3,8,5,2,100,91,71,1030,1026,1024,11,8,0,13,5,29,0.25,6,Rain,188
2013-12-19,11,8,6,9,6,0,100,86,53,1025,1017,1012,31,11,3,27,13,47,12.95,6,Rain,211
2013-12-20,10,6,1,1,-1,-2,87,58,34,1035,1027,1018,31,23,10,45,19,64,0.00,1,,360
2013-12-21,9,2,-4,0,-2,-5,100,74,36,1038,1033,1031,31,30,27,13,5,,0.00,8,,352
2013-12-22,11,4,-3,2,-2,-5,100,76,38,1036,1032,1030,31,28,16,10,6,23,0.00,,,346
2013-12-23,11,4,-2,3,0,-3,100,76,38,1034,1027,1022,31,13,10,13,6,37,0.00,3,,260
2013-12-24,11,8,6,10,6,1,100,82,66,1023,1012,1003,31,12,4,45,14,71,1.02,7,Rain,181
2013-12-25,9,7,5,9,6,-1,100,81,54,1007,1001,997,31,14,2,37,24,55,3.05,5,Rain,237
2013-12-26,11,7,3,5,1,-1,97,64,37,1019,1014,1006,31,19,10,37,23,52,0.00,2,,249
2013-12-27,12,10,8,10,8,5,100,88,74,1019,1015,1011,31,14,2,35,26,63,3.05,6,Rain,214
2013-12-28,10,8,6,10,3,-3,100,66,32,1024,1015,1008,31,14,3,34,21,55,2.03,4,Rain,258
2013-12-29,10,4,-2,1,-1,-4,100,70,28,1034,1028,1023,31,28,9,23,10,,0.00,,,160
2013-12-30,8,2,-3,2,-1,-3,100,81,47,1034,1029,1026,31,24,11,13,5,,0.00,8,,30
2013-12-31,8,5,2,6,3,1,100,87,65,1028,1023,1020,31,13,6,14,5,42,0.00,6,Rain,209
2014-1-1,9,8,7,9,8,6,100,94,77,1023,1018,1015,31,10,3,16,10,48,2.03,7,Rain,189
2014-1-2,13,11,9,12,10,8,100,94,80,1016,1015,1013,31,11,3,29,19,55,6.10,7,Rain,201
2014-1-3,13,12,11,12,10,8,100,89,74,1020,1018,1016,31,13,3,26,18,61,1.02,6,Rain,209
2014-1-4,11,8,5,11,6,-2,100,78,49,1022,1014,1008,31,14,3,50,24,72,6.10,5,Rain,234
2014-1-5,9,6,3,8,4,-1,100,84,51,1025,1023,1021,31,13,3,23,13,45,0.51,6,Rain,190
2014-1-6,12,9,7,8,7,5,100,83,60,1024,1021,1019,31,12,3,23,10,48,0.25,6,Fog,182
2014-1-7,14,11,8,8,7,5,100,78,45,1024,1021,1020,31,14,10,11,5,26,0.00,5,,161
2014-1-8,14,9,4,7,5,2,100,82,34,1025,1023,1021,31,13,3,11,5,,0.00,8,Fog,344
2014-1-9,14,8,2,5,3,1,100,78,38,1025,1021,1019,31,29,19,13,6,,0.00,,,343
2014-1-10,15,8,2,5,3,1,100,73,30,1021,1016,1013,31,30,26,11,6,,0.00,,,343
2014-1-11,14,9,5,7,6,3,100,82,52,1023,1019,1016,31,13,3,8,3,,0.00,,,340
2014-1-12,8,5,2,8,5,2,100,96,82,1027,1024,1021,5,3,0,10,3,,2.03,7,Fog-Rain,340
2014-1-13,11,9,6,9,4,-3,100,74,29,1025,1021,1019,31,10,1,29,10,47,2.03,4,Fog-Rain,268
2014-1-14,13,9,6,8,6,2,93,78,56,1020,1016,1013,31,16,10,32,23,66,0.00,5,Rain,238
2014-1-15,10,8,6,8,7,5,100,88,70,1019,1016,1012,31,14,3,21,8,47,0.00,5,,179
2014-1-16,10,8,6,9,6,3,100,82,54,1013,1010,1008,31,14,3,26,16,52,1.02,4,Rain,210
2014-1-17,9,6,3,6,3,2,100,79,60,1010,1004,999,31,17,10,27,16,50,2.03,5,Rain,171
2014-1-18,10,8,5,6,5,2,100,86,57,1000,996,994,31,14,5,23,11,47,3.05,6,Rain-Snow,208
2014-1-19,9,6,3,5,3,-3,100,82,49,1011,1000,994,31,14,6,26,10,,4.06,5,Rain,271
2014-1-20,10,7,3,0,-1,-2,75,56,34,1021,1015,1010,31,19,10,29,19,40,0.00,1,,268
2014-1-21,10,4,-2,7,2,-2,100,82,49,1022,1017,1014,31,15,3,24,8,42,7.87,5,Rain,187
2014-1-22,13,9,5,8,6,1,100,87,57,1020,1014,1011,31,10,3,23,8,27,7.11,5,Fog-Rain,108
2014-1-23,12,8,4,2,1,-1,81,58,31,1030,1024,1019,31,24,10,34,21,,0.00,1,,3
2014-1-24,14,7,-1,6,2,-1,100,73,31,1032,1026,1023,31,20,10,27,6,47,0.00,4,,272
2014-1-25,17,12,7,8,6,5,93,67,38,1028,1025,1023,31,17,10,23,10,,0.00,3,,348
2014-1-26,17,10,3,8,6,3,100,75,34,1029,1024,1018,31,18,0,32,8,47,0.00,3,Fog,246
2014-1-27,11,9,7,7,2,-4,87,53,28,1018,1014,1012,31,17,10,48,23,74,0.00,2,,267
2014-1-28,9,7,4,6,2,-2,87,67,44,1014,1008,1000,31,16,10,47,27,74,0.00,5,Rain,237
2014-1-29,9,7,4,5,1,-2,87,68,33,1006,999,995,31,14,6,35,19,50,1.02,4,Rain,254
2014-1-30,11,6,1,2,-2,-4,76,55,27,1012,1009,1005,31,19,10,34,13,50,0.00,3,,289
2014-1-31,13,9,6,7,4,1,82,65,47,1013,1011,1009,31,17,10,23,14,53,0.00,5,,234
2014-2-1,13,9,5,9,3,-4,94,61,26,1019,1012,1008,31,17,10,47,21,66,0.00,4,Rain,265
2014-2-2,10,4,-2,-1,-3,-5,86,59,23,1024,1019,1016,31,30,23,21,10,42,0.00,,,170
2014-2-3,8,3,-2,4,-1,-4,100,76,42,1019,1012,1008,31,16,3,29,8,42,0.76,4,Rain-Snow,208
2014-2-4,8,4,1,7,3,-1,100,86,66,1017,1013,1007,31,14,5,35,14,52,1.02,6,Rain,181
2014-2-5,13,10,7,9,6,3,100,77,47,1016,1009,1004,31,13,3,34,23,53,2.03,4,Rain,216
2014-2-6,17,12,8,11,7,5,100,78,45,1017,1011,1005,31,14,6,53,19,76,0.00,6,Rain,180
2014-2-7,10,8,5,7,4,-1,100,76,54,1021,1016,1009,31,15,3,37,24,64,0.51,5,Rain,223
2014-2-8,12,9,7,10,6,-1,100,79,44,1017,1010,1007,31,15,3,37,23,60,0.51,5,Rain,222
2014-2-9,8,4,3,5,3,-2,100,87,45,1016,1007,992,31,11,2,39,14,61,7.87,6,Rain,200
2014-2-10,9,7,3,6,-1,-4,93,58,27,1021,1006,992,31,16,6,53,34,80,4.06,3,Rain,267
2014-2-11,6,3,1,5,2,-4,100,83,43,1023,1017,1013,31,12,3,27,14,55,8.89,6,Rain-Snow,205
2014-2-12,8,6,3,5,4,3,100,94,72,1024,1020,1017,31,8,2,14,8,37,0.00,7,Fog-Rain,326
2014-2-13,17,11,4,13,8,4,100,85,50,1021,1017,1015,31,9,0,34,11,52,0.00,5,Fog-Rain,220
2014-2-14,16,13,10,12,10,7,100,82,57,1018,1013,1008,31,13,2,47,19,63,0.25,5,Rain,196
2014-2-15,9,8,6,10,6,2,100,85,60,1015,1011,1008,31,14,5,24,13,40,4.06,6,Rain,204
2014-2-16,11,7,3,6,3,0,100,81,40,1019,1016,1015,31,13,3,14,3,,0.00,3,,49
2014-2-17,11,4,-1,3,1,-2,100,79,39,1019,1014,1011,31,23,10,11,6,,0.00,1,,342
2014-2-18,12,8,4,3,2,0,93,68,34,1020,1014,1011,31,23,10,24,6,,0.00,2,,353
2014-2-19,15,7,-1,2,1,-2,100,68,26,1025,1021,1018,31,24,10,10,3,,0.00,1,,258
2014-2-20,13,7,0,10,4,-1,100,81,55,1025,1021,1018,31,19,10,23,6,55,0.00,5,Rain,221
2014-2-21,12,9,6,10,1,-5,100,55,21,1024,1020,1017,31,16,3,24,14,29,0.76,4,Rain,286
2014-2-22,13,6,-2,4,1,-3,100,68,34,1028,1024,1022,31,20,10,21,6,47,0.00,2,,193
2014-2-23,16,8,1,4,1,-3,100,72,25,1026,1019,1013,31,13,6,14,5,23,0.00,3,Fog,341
2014-2-24,11,7,3,6,3,-1,93,71,51,1021,1015,1012,31,16,9,27,11,55,1.02,5,Rain,219
2014-2-25,12,7,2,6,4,1,100,78,49,1022,1020,1018,31,17,10,39,13,58,0.00,4,,219
2014-2-26,12,9,5,3,-2,-6,81,48,18,1030,1024,1021,31,18,8,35,18,47,0.25,4,Rain,295
2014-2-27,13,8,2,7,2,-2,100,70,46,1031,1028,1026,31,18,10,16,8,40,0.00,4,,169
2014-2-28,15,9,2,7,4,0,100,67,30,1029,1021,1015,31,16,5,52,18,77,0.00,3,Fog,255
2014-3-1,13,10,7,11,6,1,94,74,44,1016,1009,1003,31,15,10,34,23,61,0.00,5,Rain,241
2014-3-2,17,13,9,10,8,6,83,67,41,1009,1006,1003,31,17,10,37,26,60,0.00,5,Rain,244
2014-3-3,12,9,7,9,1,-3,88,51,26,1014,1009,1006,31,17,10,52,31,72,0.25,3,,279
2014-3-4,13,9,6,4,0,-2,62,50,33,1017,1015,1013,31,18,10,50,27,71,0.00,2,,267
2014-3-5,17,11,6,8,4,3,100,60,27,1022,1017,1013,31,21,10,26,16,,0.00,1,,148
2014-3-6,22,12,2,5,3,0,100,56,15,1025,1021,1016,31,30,23,16,5,26,0.00,,,334
2014-3-7,19,11,3,5,3,1,93,58,24,1027,1024,1021,31,29,21,13,5,24,0.00,,,33
2014-3-8,21,11,2,4,1,-6,100,54,8,1027,1023,1018,31,26,14,13,6,27,0.00,,,28
2014-3-9,19,10,1,1,-2,-7,87,45,11,1028,1024,1021,31,31,31,16,6,40,0.00,,,87
2014-3-10,20,10,0,3,-1,-4,87,49,15,1027,1022,1016,31,28,18,11,6,,0.00,,,340
2014-3-11,19,12,4,1,-2,-4,61,38,11,1023,1020,1016,31,29,19,14,5,,0.00,,,7
2014-3-12,18,10,2,3,1,-2,87,51,16,1028,1024,1020,31,21,10,19,8,29,0.00,2,,326
2014-3-13,14,8,2,3,1,-1,87,60,32,1029,1026,1024,31,17,10,19,6,,0.00,2,,21
2014-3-14,17,9,2,4,1,-2,93,62,19,1030,1027,1023,31,22,10,11,5,,0.00,,,332
2014-3-15,21,11,1,4,0,-2,87,48,11,1031,1027,1024,31,28,16,19,6,,0.00,,,342
2014-3-16,24,13,3,3,1,-1,75,43,12,1028,1024,1019,31,29,21,13,5,,0.00,,,342
2014-3-17,24,14,4,5,2,-1,81,45,14,1026,1022,1017,31,30,18,14,6,37,0.00,,,278
2014-3-18,24,14,4,5,3,0,87,45,11,1023,1020,1016,31,22,10,14,5,34,0.00,1,,322
2014-3-19,22,16,11,7,4,2,71,46,19,1024,1021,1017,31,23,10,16,10,,0.00,5,Rain,77
2014-3-20,23,14,7,8,5,3,87,55,21,1021,1019,1015,31,19,10,24,6,24,0.00,1,,342
2014-3-21,20,14,9,11,6,-1,88,59,21,1021,1019,1015,31,15,6,29,10,66,0.00,1,,201
2014-3-22,16,13,9,10,4,-3,88,54,21,1018,1015,1012,31,17,10,47,23,58,0.00,5,Rain,264
2014-3-23,14,9,4,-2,-3,-5,57,40,16,1023,1019,1017,31,20,10,26,16,,0.00,2,,295
2014-3-24,14,7,-1,6,0,-3,86,57,32,1024,1020,1016,31,20,10,37,11,55,0.00,5,,274
2014-3-25,14,10,5,6,1,-2,87,54,26,1023,1019,1014,31,17,4,52,29,77,2.03,4,Rain,280
2014-3-26,14,9,4,3,-1,-3,81,52,24,1018,1015,1011,31,17,10,45,27,63,0.00,3,Rain,322
2014-3-27,13,6,-1,1,-1,-3,93,57,24,1018,1012,1007,31,19,10,23,10,55,0.00,3,,195
2014-3-28,16,9,3,3,2,0,87,56,24,1009,1007,1004,31,17,10,32,13,,0.00,2,,98
2014-3-29,13,10,7,9,4,0,100,70,41,1009,1005,1002,31,14,3,27,8,,3.05,6,Rain,354
2014-3-30,14,11,7,8,6,3,100,75,39,1015,1012,1008,31,14,5,21,10,48,6.10,6,Rain,179
2014-3-31,16,11,7,10,7,5,100,79,48,1016,1014,1010,31,14,3,19,6,37,0.25,5,Rain,136
2014-4-1,20,14,8,9,6,3,100,61,22,1012,1009,1004,31,15,10,42,13,60,0.00,2,,159
2014-4-2,14,11,8,10,7,3,100,70,39,1006,1002,999,31,16,4,34,16,29,10.92,6,Rain-Thunderstorm,159
2014-4-3,16,12,8,8,4,1,100,66,25,1009,1003,1000,31,15,3,34,13,50,0.00,3,,264
2014-4-4,17,12,8,8,4,0,82,55,25,1020,1015,1010,31,19,10,29,19,40,0.00,3,,259
